// Monsters Additional Database
//
// Structure of Database :
// ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,aDelay,aMotion,dMotion,MEXP,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

// rAthena Dev Team
//1900,VALARIS,Valaris,Valaris,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1901,VALARIS_WORSHIPPER,Valaris's Worshipper,Valaris's Worshipper,50,8578,0,2706,1480,1,487,590,15,25,1,75,55,1,93,45,10,12,0,6,27,0x1685,100,868,480,120,0,0,0,0,0,0,0,923,500,984,63,1464,2,607,50,610,100,503,300,2405,50,0,0,0,0,4129,1
//1902,MC_CAMERI,MC Cameri,MC Cameri,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1
//1903,POKI,Poki#3,Poki#3,99,1349000,0,4093000,1526000,9,4892,9113,22,35,1,180,39,67,193,130,10,12,1,7,64,0x1973,120,500,672,480,92100,603,5500,617,3000,1723,1000,1228,100,1236,500,617,2500,1234,75,1237,125,1722,250,1724,100,1720,50,0,0,0,0
//1904,SENTRY,Sentry,Sentry,99,668000,0,107250,37895,2,3220,4040,35,45,1,152,96,85,120,95,10,10,2,6,67,0x1973,100,1068,768,576,13000,608,1000,750,400,923,3800,1466,200,2256,200,2607,800,714,500,617,3000,984,4300,985,5600,0,0,0,0,4147,1

// Custom Hollow Poring (overrrides/collides with META_ANDRE)
//1237,HOLLOW_PORING,Hollow Poring,Hollow Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,0,6,30,10,12,1,3,21,0x83,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,512,150,619,20,0,0,0,0,4001,10
// Custom Fire Poring. Warning, Colides with META_DENIRO
//1239,FIRE_PORING,Fire Poring,Fire Poring,1,50,0,2,1,1,7,10,0,5,1,1,1,1,6,30,10,12,1,3,21,0x131,400,1872,672,480,0,0,0,0,0,0,0,909,7000,1202,100,938,400,512,1000,713,1500,741,5,619,20,0,0,0,0,4001,20

// Lunar New Year 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1145,MARTIN,Martin,Martin,18,1109,0,134,86,1,52,63,0,5,12,18,30,15,15,5,10,12,0,2,42,0x81,300,1480,480,480,0,0,0,0,0,0,0,1017,9000,1018,500,1251,10,2225,5,5009,1,10010,10,2224,15,7869,1500,0,0,4046,1
//1175,TAROU,Tarou,Tarou,11,284,0,57,28,1,34,45,0,0,1,20,11,10,24,5,10,12,0,2,27,0x91,150,1744,1044,684,0,0,0,0,0,0,0,1016,9000,919,3000,949,800,528,1000,701,2,7869,2500,0,0,0,0,0,0,4028,1
//1209,CRAMP,Cramp,Cramp,56,4720,0,2300,1513,1,395,465,0,5,1,85,35,5,65,60,10,12,0,2,45,0x3095,100,1000,500,1000,0,0,0,0,0,0,0,7007,4656,528,1000,726,80,746,110,568,250,510,70,984,95,7869,1500,0,0,4296,1

// iRO St. Patricks Day 2008 Event Monster overrides
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1841,G_SNAKE_,Snake Lord's Minon,Snake Lord's Minon,15,471,0,72,48,1,46,55,0,0,1,15,15,10,35,5,10,12,1,2,22,0x81,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1842,G_ANACONDAQ_,Snake Lord's Minon,Snake Lord's Minon,23,1109,0,300,149,1,124,157,0,0,1,23,28,10,36,5,10,12,1,2,25,0x91,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1843,SIDE_WINDER_,Snake Lord's Minon,Snake Lord's Minon,43,4929,0,1996,993,1,240,320,5,10,38,43,40,15,115,20,10,12,1,2,25,0x3095,200,1576,576,576,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,7,0,0,0,0,0,0,0,0,0,0,0,0
//1844,G_ISIS_,Snake Lord's Minon,Snake Lord's Minon,47,7003,0,3709,1550,1,423,507,10,35,38,65,43,50,66,15,10,12,2,6,27,0x3195,200,1384,768,336,0,0,0,0,0,0,0,7915,1000,7916,100,7720,30,12715,8,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Christmas 2008 Event
// Uncomment if event is enabled, as these drops modifications are nessecary.
//1244,JAKK_XMAS,Christmas Jakk,Christmas Jakk,38,3581,0,1113,688,1,315,382,5,30,1,38,38,43,75,45,10,12,1,0,43,0x81,200,1180,480,648,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1245,GOBLINE_XMAS,Christmas Goblin,Christmas Goblin,25,1176,0,282,171,1,118,140,10,5,1,53,25,20,38,45,10,12,1,7,24,0x81,100,1120,620,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1246,COOKIE_XMAS,Christmas Cookie,Christmas Cookie,28,2090,0,461,284,1,140,170,0,50,1,24,30,53,45,100,10,12,0,7,46,0x91,400,1248,1248,240,0,0,0,0,0,0,0,529,1000,530,1000,14546,1000,14550,1000,7174,1000,7175,1000,6092,1000,12355,1250,0,0,0,0
//1247,ANTONIO,Antonio,Antonio,10,10,0,3,2,1,13,20,100,0,1,1,1,50,100,100,10,12,1,3,66,0xC1,100,720,720,432,0,0,0,0,0,0,0,604,500,12354,500,14550,500,5136,500,12132,500,12225,500,5811,500,0,0,0,0,4243,1

// iRO Halloween 2009 Event
// Uncomment if event is enabled. Uncomment the skills for Halloween Whisper in mob_skill_db2.
//3014,HALLOWEEN_WHISPER,Halloween Whisper,Halloween Whisper,1,800,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,0,6,68,0x81,150,1960,960,504,0,0,0,0,0,0,0,12396,150,6299,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//3015,HALLOWEEN_DARK_LORD,Halloween Dark Lord,Halloween Dark Lord,1,45,0,0,0,1,10,13,0,45,1,51,14,0,60,0,10,12,2,6,89,0x81,100,868,768,480,0,0,0,0,0,0,0,12396,800,12397,5335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

// iRO Halloween 2008 Event
// Uncomment if event is enabled.
//3000,ZOMBIE,Zombie,Zombie,15,534,0,50,33,1,67,79,0,10,1,8,7,0,15,0,10,12,1,1,29,0x3885,400,2612,912,288,0,0,0,0,0,0,0,957,9000,724,5,938,1000,958,50,727,70,0,0,0,0,0,0,0,0,4038,1
//3001,GHOUL,Ghoul,Ghoul,40,5418,0,1088,622,1,420,500,5,20,1,20,29,0,45,20,10,12,1,1,49,0x3885,250,2456,912,504,0,0,0,0,0,0,0,958,6000,756,110,509,700,511,800,2609,60,934,150,1260,1,0,0,0,0,4110,1
//3002,ZOMBIE_MASTER,Zombie Master,Zombie Master,62,14211,0,7610,2826,1,824,1084,37,26,25,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,7071,4413,938,1500,958,1500,723,200,727,100,1260,1,2324,2,0,0,0,0,4274,1


//premium - hrllheim
2628,DARK_KNIGHT,Dark Knight,Dark Knight,93,32500,0,23500,18950,3,500,1500,23,10,88,75,70,77,25,55,10,12,2,6,87,13973,150,828,528,192,0,0,0,0,0,0,0,7054,500,2229,1,2364,5,2125,1,1170,1,1417,2,985,100,7609,100,5482,1,0,0
2629,FIEND,Fiend,Fiend,81,12500,0,16785,17500,2,350,800,13,5,0,30,90,15,52,12,10,12,2,7,67,14469,175,914,1344,384,0,0,0,0,0,0,0,7207,4171,7223,1000,7208,2000,2288,50,984,100,1229,3,13002,1,7609,100,5314,1,0,0
2630,HELL_HOUND,Hell Hound,Hell Hound,82,8300,0,6000,4800,1,400,600,20,20,5,26,14,5,39,10,10,12,0,6,27,14229,140,824,432,360,0,0,0,0,0,0,0,528,5000,13028,10,1268,10,932,4500,628,20,919,5500,537,400,7609,100,0,0,0,0
2631,IMPLOSION,Implosion,Implosion,72,6750,0,2850,4250,1,600,800,10,42,1,61,56,50,66,38,10,12,0,6,67,14469,165,1260,960,336,0,0,0,0,0,0,0,14578,100,2255,1,1616,5,1039,1000,718,100,7609,100,0,0,0,0,0,0,0,0
2632,INSOMNIAC,Insomniac,Insomniac,91,7850,0,5650,4895,1,200,500,35,5,1,48,100,57,75,28,10,12,1,1,49,14469,195,1350,1200,432,0,0,0,0,0,0,0,2356,1,12031,100,1768,1000,505,100,717,250,1622,5,7043,10000,7043,10000,7609,100,0,0
2633,POLTERGEIST,Poltergeist,Poltergeist,87,26400,0,10500,12350,1,150,1000,10,20,1,120,30,118,99,60,10,12,2,6,89,14261,150,868,768,480,0,0,0,0,0,0,0,1615,1,5017,1,7609,100,2409,50,2507,1,2004,1,7223,1111,7322,10000,1059,250,0,0
2634,LYCAN,Lycan,Lycan,78,10850,0,8000,6500,1,1200,1850,15,20,75,47,30,68,35,35,10,12,2,6,67,14261,150,1280,1080,240,0,0,0,0,0,0,0,7054,4850,1020,10000,5235,100,1365,1,2422,1,7609,100,1306,1,0,0,0,0,0,0
2635,SALEM,Salem,Salem,81,6666,0,3333,3333,1,198,398,0,60,1,76,24,85,65,15,10,12,1,7,27,13973,150,1504,840,900,0,0,0,0,0,0,0,1001,200,1061,4850,2252,3,1611,5,1000,30,1006,15,637,20,7609,100,0,0,0,0
2636,SPECTRE,Spectre,Spectre,86,18600,0,9999,7777,1,250,750,25,30,5,10,10,69,70,1,10,12,1,1,89,13973,200,1816,1152,360,0,0,0,0,0,0,0,7754,100,938,9000,2408,250,7221,10000,2525,1,7609,100,0,0,0,0,0,0,0,0
2637,WEREWOLF,Werewolf,Werewolf,72,11480,0,8250,7800,1,260,875,65,35,1,97,60,1,50,52,10,10,2,6,47,13973,160,768,768,652,0,0,0,0,0,0,0,999,20,1034,1000,984,20,7609,100,7017,20,607,10,610,100,0,0,0,0,0,0

//eden
2663,BANA_MANTIS,Bana Mantis,Bana Mantis,33,568,0,576,756,1,110,350,10,0,1,26,24,5,45,15,10,12,1,4,22,129,200,1528,660,432,0,0,0,0,0,0,0,993,110,1031,9000,911,1400,757,70,943,250,721,10,507,650,5116,1,513,1000,0,0
2664,EDEN_IMP,Imp,Imp,35,390,0,720,560,1,20,187,40,0,1,15,25,0,15,0,10,12,2,0,60,145,300,1608,816,396,0,0,0,0,0,0,0,1772,10,1148,1,912,220,1001,150,1000,10,715,200,998,350,5505,1,6395,2000,0,0
2665,FLOWER_FAE,Flower Fae,Flower Fae,40,1600,0,1250,1624,1,60,240,18,14,102,23,30,10,86,2,10,12,1,3,62,129,180,700,600,360,0,0,0,0,0,0,0,6395,10,5139,10,5311,1,7100,5000,7198,2000,7188,3000,712,1000,7121,50,710,250,0,0
2666,ANGRA_VESPA,Angra Vespa,Angra Vespa,16,850,0,680,888,1,40,150,14,2,60,56,30,20,40,4,10,12,1,4,24,129,135,650,864,432,0,0,0,0,0,0,0,939,1000,955,9000,939,9000,518,300,992,160,526,200,943,3000,0,0,0,0,0,0
2667,LEPERA,Lepera,Lepera,22,220,0,370,620,1,35,80,0,5,15,20,14,4,24,10,10,12,0,2,29,14469,200,318,528,420,0,0,0,0,0,0,0,7171,5200,7172,3200,756,150,517,2000,1214,100,537,500,983,1,0,0,0,0,0,0
2668,SPROUTLING,Sproutling,Sproutling,35,870,0,600,750,1,10,220,40,80,1,1,1,1,1,1,10,12,0,0,62,129,100,768,768,576,0,0,0,0,0,0,0,905,100,1032,50,7193,1000,7193,100,7193,100,0,0,0,0,0,0,0,0,0,0
2669,EDEN_SENTINEL,Eden Sentinel,Eden Sentinel,42,7200,0,3680,9805,2,120,450,12,40,30,30,56,85,100,114,10,12,1,8,24,129,150,432,480,360,0,0,0,0,0,0,0,7063,50,2511,1,2508,25,2339,60,949,1000,949,1000,949,1000,949,1000,680,10,0,0
2670,MINERAL_CLUSTER1,Mineral Cluster,Mineral Cluster,1,35,0,0,0,1,1,2,100,99,0,0,0,0,0,0,7,12,0,3,22,64,2000,1,1,1,0,0,0,0,0,0,0,6084,125,6151,20,757,85,7049,1000,715,145,716,185,717,350,756,500,719,150,0,0
2671,MINERAL_CLUSTER2,Mineral Cluster,Mineral Cluster,1,35,0,0,0,1,1,2,100,99,0,0,0,0,0,0,7,12,0,3,22,64,2000,1,1,1,0,0,0,0,0,0,0,7300,10,6223,1,6224,50,6226,1,6090,5,723,150,7049,1000,0,0,0,0,0,0
2672,MINERAL_CLUSTER3,Mineral Cluster,Mineral Cluster,1,35,0,0,0,1,1,2,100,99,0,0,0,0,0,0,7,12,0,3,22,64,2000,1,1,1,0,0,0,0,0,0,0,984,20,756,125,757,125,7620,1,7619,1,721,150,7049,1000,0,0,0,0,0,0
2673,TOXIFROG,Toxi Frog,Toxi Frog,35,230,0,420,850,1,80,100,0,10,1,12,22,5,34,10,10,12,1,5,29,129,200,2016,816,288,0,0,0,0,0,0,0,1011,45,908,5500,911,600,510,30,725,5,918,2000,5447,1,0,0,0,0,0,0
2674,BIRD_OF_PARADISE,Bird of Paradise,Bird of Paradise,16,230,0,180,160,1,12,50,20,32,25,25,80,95,95,55,10,12,2,4,24,129,175,1345,824,440,0,0,0,0,0,0,0,7071,3500,949,2500,5018,2,5183,1,5129,2,693,100,5045,5,0,0,0,0,0,0
2675,BLOSSOM,Blossom,Blossom,32,1035,0,595,960,5,65,110,25,10,75,20,30,5,65,5,10,12,1,3,45,132,1000,500,576,504,0,0,0,0,0,0,0,711,1000,707,100,905,100,511,1000,6041,3000,993,50,905,1000,1554,1,7100,250,0,0
2676,DRACO_FLY,Draco Fly,Draco Fly,25,212,0,140,178,1,25,85,25,19,10,15,15,5,67,67,10,12,1,4,44,129,175,862,534,312,0,0,0,0,0,0,0,7064,4413,1096,400,943,800,12212,10,2226,2,601,300,602,150,0,0,0,0,0,0
2677,MANDRAKE,Mandrake,Mandrake,13,300,0,120,264,3,10,26,0,25,1,1,24,0,36,15,10,12,1,3,62,132,1000,1768,768,576,0,0,0,0,0,0,0,993,50,905,9000,6112,100,511,350,711,300,706,3,1967,10,0,0,0,0,0,0
2678,MONITOR,Monitor,Monitor,22,324,0,250,375,1,60,80,15,15,1,10,58,25,80,65,10,12,1,5,41,13973,190,900,500,864,0,0,0,0,0,0,0,1012,4850,1754,2000,526,5,10019,10,943,5335,528,500,0,0,0,0,0,0,0,0
2679,MONO,Mono,Mono,15,110,0,110,200,1,30,50,5,5,65,20,55,45,65,25,10,12,0,2,23,129,200,1500,500,1000,0,0,0,0,0,0,0,7011,5335,942,7000,985,10,513,5000,634,20,532,10,607,1,0,0,0,0,0,0
2680,ADAMANTIUM,Adamantium,Adamantium,85,18500,0,9500,10150,1,1200,1850,60,32,0,10,82,25,60,12,10,12,2,0,42,145,300,1008,1200,540,0,0,0,0,0,0,0,7300,100,715,250,716,250,717,250,7067,1000,0,0,0,0,0,0,0,0,0,0
